return_id,order_item_id,customer_id,return_date,return_status,return_reason,refund_amount,refund_reference
23531,18354,186775,13-10-2024,Refunded,Wrong item received,805.3,REF235317497
23532,352132,108805,24-07-2024,Refunded,Size/fit issue,3405.84,
23533,379687,81492,27-04-2026,Approved,Better price found,2747.52,REF235333940
23534,815095,20695,17-10-2023,Refunded,Defective item,3531.02,REF235345946
23535,542088,120723,11-11-2025,Rejected,Item damaged in transit,5.76,REF235352736
23536,337018,131652,25-02-2026,Rejected,,1411.5,REF235364039
23537,313180,29779,07-04-2025,Refunded,Better price found,590.95,REF235371414
23538,717925,74849,24-02-2025,Refunded,No longer needed,3019,REF235381265
23539,345851,101217,12-09-2024,Refunded,Better price found,5773.25,REF235397033
23540,751361,146463,26-01-2024,Refunded,Item damaged in transit,3173.97,REF235404901
23541,257352,13197,05-03-2026,Refunded,Wrong item received,1761.08,
23542,614204,21126,17-03-2025,Rejected,Wrong item received,1981.49,REF235424646
23543,932626,57368,26-04-2025,Refunded,Defective item,3189.87,REF235439944
23544,882080,68753,21-11-2025,Approved,Item damaged in transit,4889.28,REF235446973
23545,903011,139851,01-04-2023,Refunded,Item damaged in transit,3434.3,REF235453907
23546,867789,116702,13-01-2023,Refunded,Better price found,7861.85,REF235463771
23547,96739,35871,11-10-2025,Refunded,Wrong item received,2704.8,REF235479808
23548,954087,63437,24-05-2026,Approved,Defective item,2938.55,REF235486315
23549,600757,194140,16-07-2025,Refunded,Better price found,4201.85,REF235493817
23550,883873,152302,19-03-2024,Refunded,Defective item,1468.5,REF235505633
23551,302779,110865,15-06-2024,Approved,,3584,REF235519154
23552,692177,73935,26-08-2025,Rejected,Item damaged in transit,3993.64,REF235524954
23553,114971,43737,08-05-2024,Refunded,Defective item,8554.4,REF235531135
23554,247224,43388,19-05-2025,Refunded,,694.35,REF235541304
23555,805757,81151,24-06-2024,Approved,No longer needed,1600,REF235553048
23556,987543,137855,24-02-2025,Approved,Wrong item received,76.11,REF235562252
23557,372125,152260,24-03-2023,Refunded,Size/fit issue,4714,REF235573094
23558,767783,18625,05-02-2023,Rejected,Better price found,5016.42,REF235588704
23559,670894,135760,10-09-2023,Rejected,Defective item,1021.54,REF235595828
23560,762260,108798,28-12-2025,Refunded,Size/fit issue,253.8,REF235602796
23561,767940,19316,21-04-2024,Requested,Size/fit issue,6064.85,REF235611527
23562,252120,45179,15-12-2025,Approved,Wrong item received,1289.1,REF235626122
23563,154783,177547,25-11-2024,Refunded,Wrong item received,232.28,REF235639941
23564,188867,196798,14-10-2023,Refunded,No longer needed,3736.1,REF235644062
23565,53209,12096,12-10-2024,Refunded,Defective item,3238.28,
23566,381529,65007,21-11-2025,Refunded,Better price found,1396.09,REF235665920
23567,922869,158391,21-07-2025,Refunded,Size/fit issue,4324.11,
23568,244110,1635,25-09-2024,Approved,Size/fit issue,2565.8,REF235682453
23569,683308,196123,19-07-2024,Refunded,Defective item,546.64,REF235694043
23570,607610,69911,16-08-2023,Approved,Defective item,6849.8,REF235706070
23571,510454,90976,04-01-2024,Requested,No longer needed,324.3,REF235713403
23572,856205,83637,19-03-2024,Requested,No longer needed,2437.36,REF235724437
23573,276890,137282,15-10-2025,Rejected,Size/fit issue,773.77,REF235734299
23574,949057,64652,06-10-2024,Refunded,No longer needed,2095.5,REF235743087
23575,98979,194654,31-01-2025,Requested,Wrong item received,741.63,REF235753039
23576,271147,157750,14-06-2026,Approved,Defective item,48.77,REF235767038
23577,177170,53125,05-11-2024,Refunded,Item damaged in transit,1000.24,REF235772470
23578,763420,90827,07-09-2024,Requested,Item damaged in transit,73.26,REF235781964
23579,891040,78840,04-07-2023,Refunded,Wrong item received,4552.3,REF235791466
23580,566520,143657,20-09-2024,Approved,Defective item,2766.15,REF235806778
23581,746614,115367,20-06-2023,Requested,Defective item,6077.65,REF235811925
23582,115,46465,04-07-2026,Rejected,Defective item,822.84,REF235823036
23583,21445,185533,03-06-2024,Refunded,Size/fit issue,743.18,REF235839389
23584,341402,127452,24-09-2024,Approved,Size/fit issue,1898.48,REF235841005
23585,864773,35545,28-02-2026,Approved,Size/fit issue,5772.12,REF235854813
23586,128529,158016,06-04-2023,Requested,Wrong item received,2080.62,
23587,129660,63742,30-11-2024,Rejected,Better price found,2537.28,REF235878406
23588,517767,97338,06-06-2024,Rejected,Size/fit issue,3376.44,REF235881728
23589,910837,33462,22-06-2023,Refunded,No longer needed,4385.22,REF235894688
23590,113063,99402,04-01-2026,Requested,Wrong item received,1952.2,REF235907299
23591,190214,119014,24-07-2023,Rejected,Better price found,971.85,REF235915492
23592,442746,155503,22-08-2023,Approved,Size/fit issue,3568.41,REF235922910
23593,448159,78984,30-10-2023,Refunded,Size/fit issue,883.29,REF235935387
23594,82825,33879,08-05-2026,Refunded,Size/fit issue,4298.35,
23595,663793,22711,21-03-2024,Refunded,Size/fit issue,3140.73,REF235956817
23596,402086,158547,03-05-2026,Requested,Size/fit issue,2098.59,REF235967021
23597,5191,191467,05-02-2024,Approved,No longer needed,1757.8,REF235973311
23598,80350,92905,23-07-2024,Rejected,Size/fit issue,5037.5,
23599,88425,60539,12-02-2025,Refunded,Wrong item received,3493.98,REF235999889
23600,187063,24052,13-01-2023,Refunded,No longer needed,1481.29,
23601,655083,173943,06-04-2026,Approved,No longer needed,1658.14,REF236019042
23602,174402,42956,20-04-2026,Approved,Size/fit issue,1529.68,REF236022987
23603,117135,154049,06-04-2025,Requested,Better price found,1077.52,REF236034249
23604,541582,123141,23-04-2023,Approved,Wrong item received,6393.8,
23605,973672,44389,12-04-2026,Refunded,Size/fit issue,5908.23,REF236055868
23606,614854,12157,07-08-2025,Approved,Item damaged in transit,7759.92,REF236064687
23607,522074,18195,03-04-2026,Requested,Better price found,4453,REF236071574
23608,197461,18692,26-02-2023,Refunded,,1768.24,REF236089180
23609,180408,61161,09-12-2024,Refunded,Defective item,5765.76,REF236099638
23610,376000,163182,03-04-2026,Approved,Wrong item received,1715.4,REF236103948
23611,956716,122778,14-04-2023,Refunded,Better price found,7256.35,REF236115607
23612,399192,21498,05-03-2026,Requested,Better price found,6956,REF236125989
23613,912175,55950,14-11-2024,Refunded,Better price found,5449.2,REF236131524
23614,67814,71982,19-03-2026,Approved,Defective item,561.24,REF236149656
23615,184936,75706,09-01-2025,Requested,No longer needed,6784.6,REF236159158
23616,606242,135947,06-02-2024,Refunded,,1380.9,REF236164552
23617,133446,91249,26-07-2025,Approved,Size/fit issue,7037.8,REF236177551
23618,21966,30925,02-09-2023,Rejected,Item damaged in transit,5997.04,REF236186203
23619,123582,144997,22-03-2026,Refunded,Item damaged in transit,5503.65,
23620,994148,123078,29-03-2024,Refunded,Wrong item received,3567.8,REF236206552
23621,383520,31986,08-12-2024,Requested,,9956.35,REF236218122
23622,457951,178511,30-01-2026,Refunded,Better price found,195.46,REF236229143
23623,501942,129951,25-06-2025,Refunded,Defective item,2120.36,REF236234087
23624,780076,47483,13-02-2024,Approved,Item damaged in transit,2119.56,REF236244477
23625,998590,116487,17-09-2024,Refunded,Item damaged in transit,5967.5,REF236252465
23626,319822,114298,22-02-2023,Approved,Size/fit issue,4887.65,
23627,120823,153666,29-04-2025,Refunded,Defective item,2262.44,REF236279341
23628,493457,49361,15-09-2025,Refunded,Better price found,6724.76,REF236286204
23629,642262,92589,18-11-2024,Rejected,Better price found,2407.8,REF236291311
23630,525100,90597,25-04-2026,Refunded,Item damaged in transit,5164.23,REF236309882
23631,747356,63112,16-03-2025,Approved,Wrong item received,1209.27,REF236311222
23632,520591,169882,25-11-2025,Rejected,Item damaged in transit,235.9,REF236323218
23633,457769,163687,03-04-2024,Requested,Better price found,398.72,REF236338979
23634,837761,5855,09-02-2026,Requested,Wrong item received,7673.65,REF236344905
23635,331536,67248,31-03-2023,Refunded,Better price found,8935.1,REF236355425
23636,100893,62309,21-04-2023,Approved,Wrong item received,9694.45,REF236369076
23637,311241,44399,18-03-2023,Approved,No longer needed,2552.56,REF236372091
23638,269713,63081,18-02-2023,Refunded,Wrong item received,1145.37,REF236381206
23639,65632,38258,08-11-2024,Approved,Wrong item received,7723.25,REF236391222
23640,502338,132071,02-10-2023,Refunded,Wrong item received,8175.3,REF236408069
23641,356370,7684,21-09-2025,Approved,No longer needed,209.08,REF236415797
23642,305165,109068,25-06-2025,Requested,,704.38,REF236425613
23643,21066,91835,19-09-2025,Rejected,Size/fit issue,1394.96,REF236438446
23644,885673,22487,08-03-2026,Approved,Defective item,8590.9,REF236445718
23645,156302,157917,29-11-2023,Requested,Defective item,1494.64,REF236456508
23646,991747,2904,29-01-2023,Approved,,1028.36,REF236467343
23647,885696,198287,20-03-2023,Refunded,Better price found,562.96,REF236476512
23648,405450,133081,17-07-2023,Refunded,Defective item,4895.12,REF236489761
23649,904510,41604,12-04-2026,Approved,Size/fit issue,2944.9,REF236491410
23650,223543,165126,28-05-2025,Refunded,,1735.56,REF236504531
23651,418516,76485,04-09-2024,Rejected,No longer needed,1411.62,REF236515542
23652,455511,108098,05-05-2024,Refunded,Wrong item received,4504.11,REF236522463
23653,459085,149006,19-01-2025,Refunded,No longer needed,2794.29,REF236531113
23654,752751,32196,24-09-2023,Requested,Defective item,5771.13,REF236544149
23655,770074,34161,10-10-2024,Requested,No longer needed,2347.9,REF236554651
23656,127440,43540,21-11-2024,Rejected,Wrong item received,494.46,REF236563368
23657,805289,73551,08-06-2023,Approved,Item damaged in transit,3437.31,REF236575676
23658,347146,133469,28-12-2023,Approved,,6470.68,REF236588446
23659,479039,101993,21-09-2023,Refunded,,3789.04,
23660,895043,126568,23-06-2025,Requested,Item damaged in transit,1768.75,REF236601420
23661,648063,1043,19-05-2026,Approved,Size/fit issue,223.38,REF236614945
23662,319192,136419,04-05-2026,Refunded,Wrong item received,1634.96,REF236624888
23663,981486,81262,31-05-2025,Approved,Better price found,3749.52,
23664,377854,90682,27-09-2023,Refunded,Better price found,260.26,REF236647145
23665,526078,73078,22-06-2024,Approved,Wrong item received,2977.02,REF236656079
23666,430719,42621,27-03-2026,Approved,Item damaged in transit,9161.25,
23667,241767,74624,20-12-2025,Rejected,,288.8,REF236677125
23668,338318,48955,24-10-2023,Refunded,Wrong item received,3421.77,REF236684796
23669,835350,34918,02-03-2024,Approved,Better price found,2785.96,REF236694812
23670,715195,93225,08-10-2024,Refunded,,462.46,REF236706618
23671,452157,85080,20-01-2026,Approved,,2490.03,REF236712948
23672,604781,66361,06-01-2024,Rejected,Item damaged in transit,3591.36,REF236724302
23673,771302,52328,26-06-2023,Approved,Defective item,1659.32,REF236738621
23674,441857,172490,15-06-2025,Approved,Wrong item received,750.28,REF236743413
23675,207733,134243,02-09-2024,Approved,No longer needed,39.04,REF236753479
23676,944068,196455,03-05-2025,Refunded,Wrong item received,3529.05,REF236766602
23677,200735,178800,06-04-2026,Requested,,3729.26,REF236774631
23678,70392,79589,22-07-2023,Requested,Better price found,868.18,
23679,652371,157296,30-04-2024,Refunded,Item damaged in transit,6682.16,REF236791480
23680,228776,194997,30-04-2023,Refunded,Defective item,4220.04,REF236802856
23681,24147,1730,19-02-2026,Refunded,Wrong item received,301.4,REF236812540
23682,858582,47419,14-06-2025,Refunded,,7859.9,REF236824281
23683,622946,165493,11-08-2024,Refunded,Size/fit issue,2498.08,REF236833774
23684,68205,169844,03-02-2024,Refunded,Size/fit issue,1182.35,REF236846397
23685,253339,101785,17-06-2025,Approved,No longer needed,812.71,REF236853506
23686,653910,54611,25-09-2025,Approved,Wrong item received,4908.28,REF236863947
23687,475143,165355,13-09-2023,Approved,Size/fit issue,8125.4,REF236877023
23688,264517,197851,27-05-2025,Rejected,Defective item,1779.1,REF236886639
23689,755804,134756,14-06-2024,Requested,No longer needed,5042.8,
23690,543337,11320,12-06-2026,Refunded,,602.72,REF236908559
23691,13661,171303,15-01-2026,Rejected,Better price found,1768.29,REF236918093
23692,277001,183118,24-09-2023,Refunded,Item damaged in transit,1441.77,REF236928092
23693,630322,121169,08-05-2024,Refunded,Defective item,3110.5,REF236935546
23694,690223,173402,10-09-2024,Refunded,Better price found,594.27,REF236943776
23695,868371,73733,28-09-2025,Refunded,Wrong item received,9584.9,REF236952568
23696,319270,129235,29-08-2023,Requested,Defective item,136.52,REF236967135
23697,979508,160032,08-06-2026,Approved,Better price found,4150.53,REF236978135
23698,261710,29717,29-05-2026,Requested,Size/fit issue,4503.2,REF236989769
23699,33760,41830,22-11-2025,Refunded,Defective item,6886.15,REF236998939
23700,532803,81608,31-12-2024,Approved,Better price found,1101.99,REF237001538
23701,449186,47623,10-06-2023,Refunded,Item damaged in transit,4361.76,REF237012468
23702,397267,171156,10-04-2023,Refunded,Size/fit issue,707.54,REF237021041
23703,5295,46255,25-12-2023,Refunded,No longer needed,2440.36,REF237034394
23704,91996,41489,28-11-2024,Requested,Item damaged in transit,2461.72,REF237041445
23705,326540,86394,18-12-2023,Rejected,Wrong item received,8899.15,REF237056148
23706,869585,16741,12-09-2025,Rejected,Size/fit issue,24.8,REF237063168
23707,63863,32429,01-10-2023,Refunded,Better price found,720.61,REF237075335
23708,422438,110192,13-08-2023,Rejected,No longer needed,2052.5,REF237087750
23709,744538,127201,23-12-2023,Refunded,Wrong item received,430.86,REF237099616
23710,387788,12302,07-08-2025,Requested,Item damaged in transit,2611.36,REF237102909
23711,469410,89175,15-01-2025,Approved,Item damaged in transit,4770.54,REF237111580
23712,285065,128735,09-12-2023,Rejected,No longer needed,1691.44,
23713,705803,5030,04-09-2024,Approved,Better price found,970.86,
23714,978051,111725,14-07-2024,Refunded,Item damaged in transit,73.58,
23715,868324,67982,17-07-2026,Refunded,Item damaged in transit,1649.98,
23716,870376,147380,02-02-2023,Requested,Item damaged in transit,9565.45,REF237169771
23717,180981,17261,05-03-2026,Approved,No longer needed,2620.54,REF237177659
23718,433982,102373,04-01-2024,Refunded,Item damaged in transit,1671.96,REF237189718
23719,725165,128197,26-04-2025,Refunded,Better price found,2643.9,REF237192556
23720,266163,19714,05-06-2025,Refunded,,9702.4,REF237203441
23721,748767,161880,19-05-2025,Refunded,,1465.09,REF237213003
23722,772415,34771,08-03-2024,Approved,Better price found,128.68,REF237222681
23723,319265,19548,25-10-2025,Refunded,No longer needed,1259.16,REF237238633
23724,273409,52446,17-03-2023,Approved,,3915.92,REF237241297
23725,401792,79154,20-01-2023,Refunded,Defective item,5415.64,REF237254123
23726,241996,82219,02-11-2025,Refunded,No longer needed,6002.6,REF237268097
23727,8681,178035,08-07-2024,Requested,,1159.36,
23728,81816,60210,24-12-2024,Refunded,Item damaged in transit,3956.07,REF237287071
23729,21957,43729,19-11-2023,Refunded,Better price found,5877.84,REF237295811
23730,671260,144995,20-01-2024,Approved,Wrong item received,5295.28,REF237302772
23731,994044,28285,13-09-2025,Refunded,Wrong item received,1027.65,REF237315840
23732,744529,102417,14-02-2024,Requested,No longer needed,21.78,REF237323000
23733,943332,173516,26-12-2024,Approved,,972.28,REF237337057
23734,32358,69413,13-02-2024,Refunded,Better price found,1882.44,REF237347305
23735,701033,160618,12-11-2025,Approved,Defective item,1335.63,
23736,918516,52734,07-12-2025,Refunded,Defective item,4641.36,REF237362138
23737,728540,12172,27-06-2026,Approved,Defective item,2236.32,REF237379766
23738,287,62985,15-09-2023,Requested,Item damaged in transit,1072.95,REF237383918
23739,473030,21111,02-11-2023,Refunded,Wrong item received,3053.48,REF237395371
23740,401127,99206,28-05-2023,Refunded,No longer needed,1483.38,REF237401141
23741,285382,171138,23-10-2025,Approved,Item damaged in transit,2885.72,REF237411535
23742,667201,76740,23-09-2024,Refunded,Item damaged in transit,5818.08,REF237428138
23743,30311,124538,10-02-2025,Requested,Item damaged in transit,9496.25,REF237436814
23744,54446,27394,11-03-2025,Refunded,No longer needed,1606.02,REF237445144
23745,550226,85026,24-01-2023,Refunded,Item damaged in transit,6903,REF237457182
23746,825822,183459,02-03-2025,Rejected,,7658.72,
23747,68470,7224,27-08-2025,Refunded,,1489.32,REF237477622
23748,700569,64408,16-02-2026,Refunded,Better price found,1826.44,REF237485206
23749,970388,41553,09-07-2025,Approved,Size/fit issue,3502.3,REF237495019
23750,639473,103288,29-07-2026,Approved,Item damaged in transit,1215.92,REF237501545
23751,590265,148256,15-06-2023,Rejected,Better price found,1015.45,REF237512095
23752,657496,34157,27-01-2023,Requested,Defective item,4053.63,
23753,354294,175432,10-09-2024,Refunded,No longer needed,4234.74,REF237538675
23754,736684,183732,15-08-2024,Requested,Defective item,1132.59,REF237546863
23755,875644,795,09-03-2023,Approved,Size/fit issue,611.87,REF237555247
23756,266928,13624,01-07-2026,Refunded,Item damaged in transit,6079.64,REF237566055
23757,733201,120696,01-04-2024,Rejected,Item damaged in transit,7817.6,REF237579496
23758,399824,13263,09-04-2024,Rejected,Size/fit issue,442.55,
23759,961238,137077,05-01-2024,Refunded,Size/fit issue,3320.82,REF237596037
23760,671107,171542,08-06-2025,Rejected,Size/fit issue,2474.96,REF237606358
23761,131113,110283,15-06-2024,Refunded,Defective item,1889.7,REF237614595
23762,560050,167728,10-12-2024,Approved,Size/fit issue,2063.9,REF237623506
23763,225237,173812,18-07-2024,Requested,Defective item,1155.91,REF237631974
23764,66815,79368,29-10-2024,Refunded,Better price found,1469.73,REF237647144
23765,671084,35220,25-09-2024,Requested,Size/fit issue,3514.48,REF237651254
23766,790165,109147,20-11-2025,Refunded,Better price found,7840.2,REF237668365
23767,620584,142207,18-09-2024,Refunded,No longer needed,1230.32,REF237677198
23768,508639,18824,02-02-2024,Approved,Item damaged in transit,1111.12,REF237683663
23769,288756,2766,21-10-2023,Requested,Better price found,5537.96,REF237692429
23770,897926,25964,17-08-2025,Rejected,Defective item,2674.68,REF237702152
23771,337943,140650,26-04-2025,Requested,Size/fit issue,433.8,REF237714470
23772,561403,179646,13-04-2025,Approved,No longer needed,319.08,REF237725695
23773,346265,165822,03-10-2025,Rejected,No longer needed,376.3,REF237737422
23774,548231,162139,11-08-2023,Approved,Size/fit issue,2513.66,REF237749647
23775,92898,145249,10-01-2025,Refunded,Item damaged in transit,1785.97,REF237759341
23776,993776,85062,24-01-2023,Approved,Defective item,914.16,REF237767035
23777,543043,80082,14-06-2024,Approved,Better price found,3463.68,REF237777517
23778,596469,71776,30-12-2024,Rejected,,7499.44,REF237784708
23779,628073,34167,31-03-2024,Requested,Defective item,3904.08,REF237798856
23780,837665,187923,30-10-2025,Rejected,No longer needed,1418.43,REF237807894
23781,338865,107567,07-01-2023,Approved,Item damaged in transit,825.2,REF237815409
23782,946533,29215,27-02-2025,Refunded,,5900.6,REF237823908
23783,46414,191818,11-07-2026,Rejected,No longer needed,5569.04,REF237836475
23784,876399,43990,04-10-2024,Approved,No longer needed,1794.62,REF237847402
23785,816063,137048,20-02-2023,Refunded,Defective item,3125.88,REF237853933
23786,498710,155295,24-01-2024,Approved,Defective item,1973.04,REF237868923
23787,842975,196388,12-10-2024,Refunded,Item damaged in transit,5487.16,REF237878321
23788,373479,146833,15-03-2026,Requested,Size/fit issue,6272.95,REF237881742
23789,211330,143050,07-09-2024,Refunded,Defective item,1936.28,REF237892388
23790,954743,24910,12-03-2025,Requested,Better price found,1233.9,REF237904161
23791,82517,144291,15-04-2025,Refunded,Defective item,5936.16,REF237919494
23792,852118,133034,29-07-2024,Refunded,Defective item,401.25,REF237921372
23793,744695,16053,27-06-2025,Approved,,573.61,REF237939281
23794,694313,88304,15-08-2023,Approved,Wrong item received,4544.75,REF237949518
23795,518002,156757,02-12-2024,Refunded,No longer needed,1809.68,
23796,77041,24852,24-08-2024,Rejected,Size/fit issue,1013.24,REF237968252
23797,428640,58753,12-07-2025,Rejected,No longer needed,4200,REF237975241
23798,958363,47877,21-01-2024,Approved,,4043.97,REF237989577
23799,292434,68627,29-01-2024,Approved,Item damaged in transit,6993.72,REF237994507
23800,119449,89135,24-05-2026,Refunded,,1338.59,REF238005812
23801,452917,141398,02-08-2025,Refunded,Defective item,2124.72,REF238012375
23802,65507,117031,01-12-2024,Refunded,Better price found,7351.1,REF238022947
23803,55831,162413,27-12-2024,Approved,Better price found,411.93,REF238035814
23804,15514,50510,05-03-2025,Refunded,Defective item,779.34,REF238047812
23805,495480,77471,18-10-2024,Refunded,Item damaged in transit,48.7,
23806,462733,144999,22-10-2023,Approved,No longer needed,43.56,REF238068195
23807,628064,38929,28-01-2023,Refunded,Defective item,476.2,
23808,729060,49161,11-11-2024,Refunded,No longer needed,6318,REF238086746
23809,757404,116800,28-12-2024,Approved,Item damaged in transit,3926.08,REF238098911
23810,696337,75854,22-07-2023,Approved,Defective item,6913.45,REF238106955
23811,8445,136840,28-03-2024,Refunded,,3948.42,REF238119674
23812,955736,167811,18-05-2024,Refunded,Item damaged in transit,3281.34,REF238129578
23813,421317,77469,08-04-2024,Requested,Item damaged in transit,6460.32,REF238136754
23814,123777,86865,16-03-2026,Refunded,No longer needed,697.45,REF238148671
23815,598515,59383,05-06-2025,Approved,Wrong item received,3765.48,REF238155797
23816,503995,175279,03-03-2023,Refunded,No longer needed,5892.4,REF238164172
23817,193625,159616,20-02-2025,Refunded,Item damaged in transit,1807.74,REF238171881
23818,271098,160876,28-09-2024,Refunded,Size/fit issue,7527.04,REF238181119
23819,194287,188624,08-07-2023,Refunded,,7434.56,REF238193711
23820,363005,180777,11-10-2025,Refunded,Size/fit issue,7487.8,REF238202381
23821,537078,106903,22-01-2023,Refunded,No longer needed,2327.68,REF238219340
23822,631733,60623,07-02-2023,Approved,Defective item,7437.45,REF238221443
23823,182316,74108,06-02-2026,Approved,Defective item,815.97,REF238234041
23824,961051,31596,04-03-2026,Requested,Better price found,2725.12,REF238243092
23825,567633,72822,11-02-2024,Refunded,Item damaged in transit,754.42,REF238257932
23826,321090,37864,29-07-2025,Refunded,Size/fit issue,9185.8,REF238263444
23827,814225,44139,19-01-2026,Refunded,Item damaged in transit,5711.91,REF238278560
23828,649630,192841,14-07-2025,Approved,Item damaged in transit,7766.2,REF238281729
23829,575810,29614,16-01-2025,Approved,Defective item,4919.65,REF238296064
23830,191271,87695,11-03-2025,Refunded,Better price found,1518.26,REF238305977
23831,515885,189088,28-07-2023,Refunded,Item damaged in transit,6126.6,REF238311767
23832,895244,54241,16-06-2026,Requested,Defective item,1514.45,REF238322501
23833,531565,193851,05-10-2024,Approved,Size/fit issue,9026.65,REF238334482
23834,607118,32043,05-06-2026,Refunded,Better price found,3381.6,REF238344319
23835,991968,88421,28-12-2025,Approved,Wrong item received,1961.48,REF238355258
23836,495215,181607,22-01-2023,Refunded,Better price found,3663.36,
23837,413093,78862,31-01-2025,Approved,,1854.9,REF238377360
23838,155329,178423,07-12-2024,Requested,Defective item,1908.59,REF238386386
23839,568056,95918,27-09-2023,Approved,Item damaged in transit,1845.04,REF238395379
23840,724731,14849,18-01-2026,Refunded,Item damaged in transit,5269.44,REF238407795
23841,417956,83401,13-11-2024,Approved,Defective item,7284.2,REF238419998
23842,644679,135989,04-10-2023,Refunded,No longer needed,6478.56,REF238424191
23843,67103,20954,06-12-2025,Refunded,Defective item,9437.9,REF238437355
23844,464308,4802,13-08-2024,Requested,Better price found,1818.95,REF238445915
23845,77600,169108,26-01-2025,Refunded,Wrong item received,1362.2,REF238456459
23846,421972,145685,04-06-2025,Approved,Defective item,2267.35,REF238469627
23847,928168,45737,28-08-2025,Approved,Item damaged in transit,678.75,REF238474900
23848,776064,534,05-04-2024,Approved,Size/fit issue,840.54,REF238484440
23849,615082,121311,29-12-2025,Approved,,5830.75,REF238495037
23850,205276,86025,11-07-2024,Approved,No longer needed,80.68,REF238508080
23851,310220,170497,18-02-2025,Requested,Size/fit issue,4211.3,REF238515956
23852,207677,132924,27-07-2023,Refunded,Better price found,913.79,REF238526243
23853,950451,12847,12-02-2026,Approved,Item damaged in transit,2394.85,REF238535296
23854,456778,155533,17-12-2024,Requested,Wrong item received,1470.48,REF238546419
23855,963596,176369,06-11-2023,Requested,No longer needed,2285.8,REF238559779
23856,635491,97275,11-09-2023,Refunded,Wrong item received,515.44,REF238568169
23857,844616,16301,20-01-2026,Requested,No longer needed,513.07,REF238574097
23858,477896,152850,12-07-2023,Approved,Defective item,3181.28,REF238589028
23859,941966,194079,30-01-2024,Refunded,Better price found,1685.92,
23860,218486,109889,22-05-2025,Refunded,Better price found,786.36,REF238607324
23861,45688,109680,06-05-2026,Refunded,Defective item,233.31,REF238611772
23862,867603,157976,04-02-2024,Approved,Item damaged in transit,4245.32,REF238629717
23863,802286,20993,08-02-2025,Refunded,,1394.93,REF238632839
23864,16125,186677,08-05-2023,Rejected,Size/fit issue,2120.96,REF238645307
23865,581520,45267,18-04-2025,Refunded,Wrong item received,3985.68,REF238653106
23866,854334,96885,21-03-2026,Refunded,Better price found,5630.6,REF238668214
23867,747462,92493,04-10-2023,Refunded,Better price found,369.13,REF238674502
23868,106924,153760,13-02-2025,Approved,Better price found,1442.52,REF238685428
23869,264471,167964,21-11-2023,Refunded,Better price found,6869.8,REF238692058
23870,723766,26343,15-12-2024,Approved,,3301.35,REF238704732
23871,720903,6576,08-03-2025,Refunded,Item damaged in transit,3240.84,REF238714536
23872,5603,185356,20-04-2025,Requested,No longer needed,6903.88,REF238729815
23873,783863,57455,05-02-2024,Approved,Wrong item received,2616.86,
23874,927152,167882,30-07-2024,Refunded,Better price found,2420.9,REF238744888
23875,870355,92374,30-03-2025,Refunded,Item damaged in transit,5560.44,REF238753048
23876,506418,7693,08-08-2024,Refunded,Size/fit issue,2572.88,REF238763092
23877,966243,128201,07-02-2024,Requested,No longer needed,117.78,REF238772839
23878,968313,138595,29-04-2023,Refunded,,7515.4,REF238784174
23879,863328,152461,09-08-2026,Requested,Wrong item received,997.1,REF238795216
23880,215412,24536,07-06-2023,Rejected,No longer needed,2376.06,REF238807508
23881,317949,148331,09-03-2026,Refunded,Item damaged in transit,3076.08,REF238812445
23882,682460,38713,15-06-2026,Refunded,Better price found,5679.3,REF238825940
23883,433529,70871,18-05-2025,Refunded,Item damaged in transit,5095.68,REF238832334
23884,510963,150185,08-04-2026,Approved,Wrong item received,3226.32,REF238841042
23885,921989,32096,11-01-2024,Refunded,Size/fit issue,2334.12,REF238852250
23886,315791,17553,04-03-2025,Approved,Better price found,1077.68,REF238863833
23887,289889,187368,27-07-2025,Requested,Item damaged in transit,645.21,REF238871866
23888,429909,81717,20-04-2026,Refunded,Size/fit issue,3729.4,REF238884523
23889,253486,136350,06-04-2023,Approved,Better price found,5895.36,REF238893689
23890,387229,176154,10-06-2025,Refunded,Item damaged in transit,2637.8,REF238901475
23891,304439,18257,10-07-2024,Approved,Better price found,9378.25,REF238919568
23892,100099,36060,28-01-2023,Requested,Size/fit issue,145.17,REF238926191
23893,449602,86765,27-07-2023,Refunded,No longer needed,1930.8,REF238931346
23894,843881,145522,09-05-2025,Rejected,No longer needed,448.5,REF238946836
23895,776716,40759,17-09-2024,Approved,Wrong item received,3043.02,REF238953575
23896,463855,77605,26-01-2024,Refunded,Defective item,9660.4,REF238969669
23897,715669,95470,07-04-2023,Approved,Better price found,5923.2,REF238975853
23898,520507,36723,31-01-2023,Refunded,Defective item,3302.52,REF238986891
23899,855904,64939,16-06-2025,Rejected,Wrong item received,2401.3,
23900,401399,93899,18-01-2026,Approved,,3473.54,REF239001895
23901,265264,90644,05-10-2023,Refunded,Item damaged in transit,4838.76,REF239013413
23902,889325,133946,15-10-2023,Approved,Size/fit issue,3747.84,REF239026768
23903,905464,92735,09-01-2025,Rejected,Size/fit issue,1378.2,REF239038118
23904,442522,53836,20-03-2026,Refunded,No longer needed,4744.98,REF239045055
23905,512204,82445,23-10-2025,Refunded,,3000.24,REF239055728
23906,834897,70283,27-04-2025,Approved,Size/fit issue,4708.5,REF239063116
23907,344678,116651,13-08-2023,Refunded,Better price found,5476.5,REF239073315
