purchase_order_id,supplier_id,warehouse_id,product_id,order_date,quantity,unit_cost,status,expected_delivery_date
10868,301,8,21173,2023-03-13,927,512.39,In Transit,2023-03-28
10869,612,8,7334,2024-05-22,4347,989.71,Received,2024-06-23
10870,1361,6,23398,2025-01-27,2516,466.37,Cancelled,2025-03-09
10871,718,10,30748,2025-05-04,4446,65.06,Ordered,2025-06-09
10872,1240,18,17885,2026-07-11,1534,393.45,In Transit,2026-08-03
10873,1205,21,20309,2023-04-23,885,621.8,Received,
10874,1091,1,19292,2023-07-30,4975,237.06,Received,2023-09-10
10875,1052,5,36035,2022-11-17,4946,83.39,Cancelled,2022-12-25
10876,923,8,27850,2023-11-09,1810,783.74,In Transit,2023-11-21
10877,13,14,10313,2025-11-16,4722,18.65,Received,2025-12-23
10878,1181,6,33572,2024-06-07,4871,39.68,Received,2024-06-20
10879,698,9,26541,2024-10-17,1679,637.19,Received,2024-11-03
10880,38,11,27333,2025-07-09,1954,530.34,In Transit,2025-07-31
10881,396,4,34511,2023-09-23,4139,56.06,Received,2023-11-03
10882,1237,10,34926,2024-01-13,1952,63.96,Received,2024-01-19
10883,899,9,35658,2026-05-30,3080,167.04,Received,2026-07-11
10884,633,23,22103,2024-12-02,2576,309.51,Ordered,2024-12-25
10885,264,14,11158,2025-06-27,3180,177.44,Ordered,2025-08-09
10886,1193,21,18549,2022-12-05,1334,520.93,Received,2022-12-16
10887,1347,3,34155,2026-05-24,575,253.31,Ordered,2026-06-29
10888,497,17,30129,2024-12-08,2076,1034.55,Received,2025-01-02
10889,1470,8,289,2023-04-24,1113,493.71,Received,2023-05-03
10890,828,23,683,2023-04-28,3778,293.19,Cancelled,2023-05-17
10891,260,10,25962,2023-10-25,2346,100.88,Ordered,2023-11-04
10892,316,25,32679,2024-11-27,4373,416.19,Cancelled,2024-12-31
10893,602,11,26587,2026-05-27,2385,319.24,Cancelled,2026-06-10
10894,1214,21,19196,2024-12-23,198,1251.54,Ordered,2025-01-01
10895,215,16,5633,2024-04-18,4114,958.75,Ordered,2024-04-26
10896,883,14,26675,2024-03-26,216,942.47,Received,2024-05-09
10897,593,10,7854,2024-02-11,4307,982.85,Received,2024-02-24
10898,481,15,20535,2022-11-06,3906,594.24,Received,2022-11-15
10899,1046,17,17758,2024-10-28,4843,623.84,Received,2024-12-09
10900,338,24,31607,2022-11-25,220,1197.61,Received,2023-01-04
10901,1346,23,33864,2026-07-15,480,1148.18,Received,2026-08-01
10902,1440,25,32351,2024-10-24,2749,114.19,Received,2024-10-30
10903,131,8,18021,2024-07-09,4452,295.79,Ordered,2024-07-19
10904,923,10,37411,2024-09-02,3974,1025.1,In Transit,2024-09-27
10905,252,5,17199,2022-12-10,2384,586.78,Cancelled,2022-12-28
10906,66,2,16764,2025-03-04,4462,305.25,Received,2025-03-10
10907,441,4,30841,2024-05-27,1010,228.79,Received,2024-06-20
10908,556,6,35330,2023-06-15,3615,434.31,Received,2023-06-29
10909,31,17,15492,2023-08-01,4639,765.89,In Transit,2023-09-05
10910,169,15,8993,2024-10-05,4336,147.55,Ordered,2024-10-10
10911,601,5,24709,2025-07-06,915,575.84,Received,2025-07-11
10912,1404,15,32482,2024-04-08,116,916.84,Received,2024-05-04
10913,376,22,26552,2024-07-18,4645,49.19,Ordered,2024-07-25
10914,538,5,19961,2023-09-12,4790,760.87,Received,2023-10-08
10915,160,19,1382,2026-06-03,4134,542.42,Ordered,2026-06-08
10916,670,15,8860,2024-09-10,1034,787.89,Received,2024-10-05
10917,1384,11,29446,2024-10-09,2615,666.73,In Transit,2024-10-24
10918,686,16,25725,2022-07-31,3175,306.07,Received,2022-08-06
10919,1071,18,38284,2022-12-26,4833,395.94,Received,
10920,596,23,19438,2024-08-03,3172,418.94,Received,2024-09-02
10921,275,3,11484,2024-11-02,4081,105.82,Received,2024-11-25
10922,624,2,13682,2022-07-05,2232,1206.37,Received,2022-07-11
10923,729,19,30256,2022-12-13,4710,635.53,Ordered,2023-01-07
10924,559,2,39882,2023-05-09,3251,590.3,Ordered,2023-06-15
10925,566,3,15527,2024-10-29,4794,493.75,Received,2024-12-10
10926,982,12,6123,2025-04-25,3344,606.15,In Transit,2025-04-30
10927,469,2,36083,2023-01-30,4878,638.92,Received,2023-02-12
10928,798,8,20554,2023-04-24,792,692.13,Received,2023-05-01
10929,824,20,24890,2024-08-22,4834,895.03,In Transit,2024-09-30
10930,1047,4,2760,2026-02-15,2757,40.64,Received,2026-03-03
10931,876,12,30318,2023-02-28,3279,201.05,Received,2023-03-11
10932,298,14,37058,2024-04-13,1747,374.51,Received,2024-05-17
10933,796,11,19934,2026-01-31,3961,854.06,Received,2026-03-09
10934,794,13,26526,2022-06-11,4069,914.47,Ordered,2022-06-18
10935,1298,8,36317,2023-07-25,3997,773.07,Received,2023-08-15
10936,830,7,31585,2024-05-06,3152,614.64,Received,2024-05-30
10937,42,6,38019,2023-04-26,3849,1129.1,Received,2023-05-20
10938,218,15,38704,2024-10-08,1272,863.34,Ordered,2024-11-02
10939,88,20,3918,2022-07-30,1290,309.37,Ordered,2022-09-08
10940,1006,23,2039,2022-09-10,981,771.84,Received,2022-09-16
10941,3,13,23313,2024-07-30,4027,958.73,Received,2024-09-04
10942,915,11,24435,2024-01-20,3969,777.11,Received,2024-02-07
10943,841,14,15253,2026-03-24,1147,314.23,Cancelled,2026-04-18
10944,396,24,28339,2023-11-13,1469,1203.87,Received,2023-12-04
10945,536,15,31945,2026-05-19,1457,871.27,Received,2026-06-19
10946,709,1,30754,2023-10-25,936,233.05,Received,2023-12-08
10947,1080,12,39953,2025-05-13,2562,521.87,Received,2025-05-24
10948,1156,5,26491,2025-03-20,2222,247.37,Ordered,2025-04-02
10949,345,22,35645,2026-07-22,4188,921.46,In Transit,2026-08-15
10950,759,25,39517,2023-04-26,3932,1093.81,Ordered,2023-05-28
10951,624,22,27999,2023-07-17,4664,591.46,Ordered,2023-08-02
10952,4,19,9048,2025-11-06,2155,113.65,In Transit,2025-11-14
10953,366,9,6720,2024-05-09,136,363.71,Ordered,2024-06-12
10954,1041,2,15525,2025-11-05,2349,1027.6,Received,2025-12-05
10955,981,20,9500,2024-09-29,3718,589.18,Received,2024-10-21
10956,1241,15,9160,2023-09-13,1940,256.16,Cancelled,2023-10-10
10957,64,1,3002,2026-03-26,4924,452.12,In Transit,
10958,1418,6,14979,2022-11-01,2880,417.21,Received,2022-12-03
10959,961,4,26105,2023-02-20,4938,977.7,Received,2023-02-25
10960,31,15,3273,2022-08-30,3122,950.75,In Transit,2022-10-01
10961,685,8,8261,2024-01-23,2217,971.34,In Transit,2024-03-07
10962,678,16,26329,2023-05-11,3092,33.49,Ordered,2023-06-24
10963,1175,20,15804,2026-02-21,1724,324.61,Cancelled,2026-03-18
10964,959,1,4185,2026-03-16,3907,794.08,Received,2026-04-08
10965,1126,3,4860,2022-12-30,601,1283.77,Received,2023-01-31
10966,577,23,4794,2026-03-03,657,422.87,Ordered,2026-03-30
10967,685,13,5376,2026-02-02,1875,838.29,Ordered,2026-03-02
10968,1010,21,20247,2023-02-20,3330,429.18,Received,2023-03-13
10969,312,12,8262,2024-06-30,3259,1110.91,Received,2024-07-18
10970,1462,5,3723,2022-06-05,3587,318.7,Received,2022-06-24
10971,1202,15,35799,2023-02-13,4485,306.38,Received,2023-02-24
10972,512,20,35522,2025-08-19,3977,19.78,Ordered,2025-09-22
10973,494,4,19742,2025-08-03,1705,507.72,Received,2025-08-31
10974,684,11,34242,2024-02-01,1688,125.0,Ordered,2024-03-08
10975,1307,2,20181,2024-05-28,357,194.16,Received,2024-06-05
10976,342,25,8287,2025-02-05,4079,190.4,Ordered,2025-02-19
10977,671,16,38508,2023-03-16,2840,1230.05,Received,2023-04-26
10978,1132,18,11415,2025-01-03,3715,21.38,Received,2025-01-31
10979,310,10,1105,2023-12-16,991,328.29,Received,2024-01-15
10980,869,20,10148,2023-08-20,2573,54.74,Ordered,2023-09-15
10981,1277,22,30867,2023-10-24,583,689.23,Received,2023-12-02
10982,1498,2,33034,2025-07-02,3189,46.51,Received,2025-08-05
10983,1419,25,16082,2024-01-03,1158,11.16,Received,2024-01-10
10984,338,2,20619,2023-05-23,3564,221.51,In Transit,2023-06-24
10985,1161,4,39816,2024-04-08,1093,984.81,In Transit,2024-04-27
10986,443,24,10535,2025-01-17,4284,637.19,Ordered,2025-02-18
10987,590,21,33837,2023-05-28,4572,642.9,Received,2023-06-19
10988,264,16,33821,2023-04-23,1591,261.06,In Transit,2023-05-17
10989,892,16,18871,2022-09-13,3289,649.97,Received,2022-10-04
10990,1013,3,22945,2024-08-27,275,644.87,Received,2024-10-08
10991,736,2,9238,2025-07-23,2903,849.5,In Transit,2025-08-12
10992,1363,17,11710,2023-10-04,1847,655.46,Received,2023-11-05
10993,1464,1,27755,2025-06-12,532,1164.95,In Transit,2025-07-26
10994,297,16,29128,2023-11-10,3106,112.61,Ordered,2023-12-13
10995,1193,8,15149,2024-06-06,849,812.89,In Transit,2024-06-22
10996,239,4,8190,2022-06-07,3092,431.52,Received,2022-06-28
10997,723,22,25773,2024-09-18,350,142.58,Ordered,2024-09-29
10998,1077,7,8826,2024-05-12,4856,101.9,Received,2024-05-22
10999,481,4,12218,2024-03-28,3532,540.02,In Transit,2024-05-02
11000,49,19,28011,2025-07-29,2412,1087.51,Ordered,2025-09-03
11001,1299,21,844,2024-11-21,3516,952.96,Received,2024-12-14
11002,452,2,11263,2026-06-10,3475,1162.26,Received,2026-07-18
11003,49,6,28011,2023-07-30,456,862.42,Received,2023-09-10
11004,109,12,9483,2024-08-28,427,871.0,Received,2024-09-04
11005,237,7,12574,2026-07-14,4471,320.27,In Transit,2026-08-21
11006,1139,14,3022,2022-10-15,4153,991.62,Received,2022-10-30
11007,1096,21,6229,2024-11-26,4045,114.04,Received,2024-12-19
11008,1291,12,32119,2023-01-15,2523,1187.83,Received,2023-02-04
11009,1016,16,3026,2023-06-18,263,67.48,Received,2023-07-13
11010,1051,8,35148,2026-06-12,1489,113.93,Received,2026-07-01
11011,923,10,20708,2024-01-12,301,611.41,Received,
11012,224,14,15784,2023-08-05,2289,3.04,Received,2023-08-27
11013,1206,3,21532,2023-06-23,1302,633.98,Received,2023-07-01
11014,576,5,22946,2024-03-12,1173,269.94,Received,2024-03-19
11015,583,14,14320,2025-05-13,2958,240.94,Received,2025-06-22
11016,402,5,31762,2026-07-30,4116,271.59,Ordered,2026-09-03
11017,402,22,34775,2025-10-07,1746,435.72,In Transit,2025-10-20
11018,716,2,26309,2026-04-17,3784,468.97,Ordered,2026-05-13
11019,754,22,33156,2025-08-24,4226,112.3,Received,2025-09-06
11020,1118,4,36260,2022-12-03,564,474.27,Received,2023-01-16
11021,61,14,17307,2024-09-27,3609,1028.76,Cancelled,2024-10-06
11022,1154,1,19270,2024-04-01,2424,1022.05,Cancelled,2024-05-06
11023,548,16,5523,2026-06-23,2509,398.85,In Transit,2026-07-03
11024,4,1,26373,2024-04-23,2230,721.83,Ordered,2024-05-26
11025,1405,1,20483,2023-09-29,350,684.56,Received,2023-11-03
11026,496,7,8233,2025-09-09,1558,725.73,Received,2025-10-14
11027,88,1,24849,2024-12-27,1001,510.46,Received,
11028,488,8,36147,2026-06-02,1106,1300.2,Received,2026-07-04
11029,17,3,37431,2023-07-23,1301,4.71,In Transit,2023-07-31
11030,638,22,7443,2024-06-29,370,413.72,Cancelled,2024-07-14
11031,1006,6,38737,2024-12-06,4110,466.75,Ordered,2024-12-11
11032,1500,9,31478,2025-10-22,3455,586.5,Received,2025-11-08
11033,415,2,38196,2023-02-01,1103,199.45,Received,2023-02-16
11034,131,23,27627,2025-12-05,2836,28.27,In Transit,2025-12-27
11035,1370,10,5272,2024-04-03,1309,118.34,Received,2024-04-23
11036,99,24,19045,2025-02-20,1676,554.28,Received,2025-03-15
11037,680,14,14264,2023-10-24,2294,1080.71,Received,2023-11-23
11038,1255,16,1830,2022-07-07,3454,687.18,Received,2022-07-16
11039,686,5,3729,2023-06-12,3339,977.7,Received,2023-07-20
11040,1321,7,21227,2023-05-20,2402,611.94,Cancelled,
11041,631,2,1937,2024-06-10,2812,340.21,Received,2024-07-22
11042,389,5,8375,2023-04-27,1291,670.93,Received,2023-05-18
11043,1240,12,22825,2024-08-06,1794,862.17,Cancelled,
11044,21,16,36654,2023-09-16,3989,820.61,Ordered,2023-10-16
11045,1294,12,32091,2024-07-23,1223,272.8,Received,2024-09-01
11046,1451,25,38112,2026-02-11,200,87.72,Received,2026-02-23
11047,884,8,30112,2025-12-13,1596,673.43,Received,2026-01-11
11048,569,2,5072,2025-10-06,699,285.72,Received,2025-10-29
11049,534,17,20863,2022-12-16,3568,69.16,Received,2023-01-25
11050,620,23,37680,2023-09-28,2429,479.74,In Transit,2023-10-25
11051,149,10,1781,2024-02-09,4587,300.47,Ordered,2024-03-07
11052,787,18,19010,2024-11-05,4522,1052.2,Received,2024-11-10
11053,683,2,31892,2026-02-27,1995,778.22,Ordered,2026-03-09
11054,101,9,7931,2024-03-04,1432,914.13,In Transit,2024-04-09
11055,557,5,6558,2025-10-05,2557,219.42,Received,2025-10-27
11056,577,19,16198,2024-01-12,176,517.28,Cancelled,2024-02-10
11057,793,20,9888,2025-08-26,1656,528.02,Ordered,2025-09-17
11058,54,19,28024,2024-08-19,3079,1144.02,Received,2024-10-02
11059,635,8,19661,2024-01-15,2711,14.4,In Transit,2024-02-11
11060,1414,5,16568,2025-10-28,3344,483.46,Cancelled,2025-11-13
11061,39,11,18910,2024-06-30,3320,493.39,Received,2024-07-25
11062,1171,17,9730,2024-10-09,2434,1161.51,Ordered,2024-11-20
11063,439,1,4757,2023-05-05,4703,390.99,Ordered,2023-05-30
11064,306,24,34774,2024-12-24,2119,359.04,Ordered,2025-01-03
11065,669,7,32785,2022-09-28,3067,836.62,Ordered,2022-10-06
11066,145,11,26925,2022-08-21,2766,419.83,Ordered,2022-08-26
11067,629,19,12397,2024-01-27,1843,59.46,Received,2024-03-09
11068,174,14,9798,2024-11-04,4844,80.82,In Transit,2024-12-11
11069,1383,24,23332,2023-08-04,3707,251.46,Ordered,2023-08-31
11070,221,4,4250,2024-03-22,85,382.83,In Transit,2024-04-29
11071,342,16,22582,2022-11-18,665,327.7,Received,2022-12-25
11072,352,2,34899,2025-05-17,3087,699.73,Ordered,2025-06-09
11073,352,5,25074,2023-11-01,2357,894.7,Received,2023-11-13
11074,120,22,14934,2023-04-26,359,629.6,Received,
11075,1277,15,19132,2024-06-14,2847,538.47,Received,2024-06-20
11076,631,25,17459,2022-07-11,4265,390.61,In Transit,2022-08-21
11077,1013,2,32270,2024-05-12,98,549.46,In Transit,
11078,67,1,34174,2024-01-16,1643,614.08,Cancelled,2024-01-26
11079,969,24,13537,2024-03-27,1247,795.1,In Transit,2024-04-23
11080,678,6,37505,2024-11-26,652,921.52,Received,2024-12-02
11081,1202,9,28510,2026-03-23,2685,581.29,Ordered,2026-05-06
11082,1320,16,33646,2025-09-26,4736,386.89,Ordered,2025-10-11
11083,776,3,19887,2023-02-25,4857,704.38,Received,2023-03-08
11084,578,1,34234,2022-09-25,135,357.76,Received,2022-11-04
11085,1077,3,10955,2023-10-26,2935,140.24,Received,2023-11-11
11086,919,12,8822,2023-06-17,4565,450.54,Received,2023-07-03
11087,1496,22,25155,2024-09-13,4101,648.5,Received,2024-10-19
11088,965,19,10273,2024-05-15,445,442.58,In Transit,2024-06-22
11089,1483,17,31564,2026-06-19,409,571.42,Ordered,2026-07-23
11090,760,18,15051,2024-01-30,4812,390.97,Received,
11091,992,18,31943,2023-11-30,2286,445.69,In Transit,2023-12-20
11092,678,13,23895,2024-10-09,2851,242.89,Received,2024-11-16
11093,1163,14,823,2023-03-06,4072,53.11,Ordered,2023-04-02
11094,317,12,33193,2023-03-19,1565,304.16,Ordered,2023-04-23
11095,1160,12,1407,2025-06-28,4615,1228.0,In Transit,2025-07-18
11096,1500,14,25010,2023-05-06,419,876.57,Received,2023-06-03
11097,707,15,20843,2026-04-02,2350,839.53,Cancelled,2026-04-27
11098,165,4,22577,2025-01-11,4015,405.1,Received,2025-02-06
11099,284,19,5294,2023-04-11,311,351.92,Received,2023-04-27
11100,506,8,25394,2022-09-05,1775,111.67,Received,2022-09-18
11101,1350,8,36360,2025-07-11,3773,1152.14,In Transit,2025-07-24
11102,1137,8,6151,2025-08-21,4947,1210.07,Ordered,2025-09-26
11103,1296,5,13712,2023-05-10,1194,1004.74,In Transit,2023-06-21
11104,714,21,3676,2024-07-19,4658,1029.87,Received,2024-08-10
11105,908,21,15835,2022-09-28,4609,613.94,In Transit,2022-10-10
11106,103,24,21718,2023-03-15,3813,975.1,Received,2023-04-28
11107,959,17,27916,2025-09-09,1344,16.55,Received,2025-09-22
11108,500,3,2589,2025-02-13,1453,1265.27,Ordered,2025-03-04
11109,461,17,9184,2022-06-16,2656,404.23,Received,2022-07-30
11110,829,22,25790,2024-04-07,3242,181.46,Received,2024-04-29
11111,759,18,12258,2023-12-31,71,584.54,Ordered,2024-02-06
11112,827,16,10880,2022-06-10,3974,92.92,Received,2022-07-08
11113,223,24,34313,2023-07-15,4808,114.09,Received,2023-08-25
11114,434,6,26221,2023-01-13,1591,233.25,Received,2023-02-18
11115,699,5,13080,2026-05-23,1545,653.3,Received,2026-07-02
11116,1258,23,23775,2024-09-26,4039,95.18,Received,
11117,612,12,7334,2022-08-16,1972,869.29,Ordered,2022-09-02
11118,729,12,29500,2023-12-09,1638,287.86,In Transit,2023-12-17
11119,1475,20,14759,2024-10-29,2451,52.06,In Transit,2024-12-10
11120,314,25,22209,2024-09-05,3545,465.76,In Transit,2024-09-17
11121,130,17,24319,2023-01-15,2731,889.35,Received,2023-01-30
11122,1215,16,39470,2024-11-22,85,656.0,Received,2024-12-07
11123,476,1,15121,2025-09-23,3964,1045.17,Ordered,2025-09-28
11124,1147,8,36775,2023-09-02,3774,1193.52,In Transit,2023-10-10
11125,265,10,34413,2026-01-20,3601,712.49,In Transit,2026-02-15
11126,117,5,29687,2025-03-04,4383,235.84,Received,2025-04-05
11127,1462,6,2378,2024-07-23,1927,781.85,Ordered,2024-08-13
11128,1399,15,24236,2022-12-08,2716,283.49,In Transit,
11129,986,18,13350,2025-10-25,3261,662.98,Received,2025-11-20
11130,683,19,39490,2022-08-29,4075,401.32,Received,2022-09-29
11131,471,14,27814,2024-09-06,474,876.34,Ordered,2024-09-20
11132,227,15,323,2024-08-27,674,776.63,Received,2024-10-09
11133,132,10,711,2026-06-26,3916,824.01,Received,2026-07-27
11134,1172,16,3987,2025-09-06,591,749.34,Received,2025-09-30
11135,1095,7,26916,2026-02-06,261,192.26,Received,2026-02-13
11136,1316,8,20640,2026-01-19,3754,599.87,Received,2026-02-25
11137,1159,15,12173,2024-02-13,622,695.25,In Transit,2024-03-01
11138,802,21,8538,2025-01-24,2571,560.71,Received,2025-02-18
11139,380,3,35976,2025-09-11,1223,711.5,Received,2025-10-03
11140,757,9,28858,2025-06-16,4060,963.74,Ordered,2025-07-23
11141,553,22,22075,2023-09-06,612,811.79,Cancelled,2023-10-15
11142,369,14,899,2026-01-11,4231,513.58,In Transit,2026-02-11
11143,781,6,32891,2023-11-16,911,852.73,In Transit,2023-12-05
11144,1251,23,30477,2023-09-20,4982,717.24,Received,2023-10-19
11145,484,24,1945,2023-08-02,1344,597.76,In Transit,2023-09-04
11146,1031,13,9535,2024-05-13,1201,36.86,In Transit,2024-06-22
11147,283,10,1317,2024-10-08,3506,92.32,Ordered,2024-11-07
11148,1011,12,15331,2023-09-16,464,259.95,Received,2023-10-18
11149,1375,6,16936,2025-07-12,397,881.98,Received,2025-08-16
11150,1112,3,27635,2026-03-26,2412,291.23,Ordered,2026-04-08
11151,445,22,2145,2022-06-30,3812,134.09,In Transit,2022-07-16
11152,1026,14,22626,2023-03-13,1108,59.94,Received,2023-04-20
11153,1010,3,26312,2023-07-15,109,1029.06,Cancelled,2023-08-26
11154,1372,3,36953,2025-04-03,4000,388.67,Ordered,2025-05-01
11155,1345,9,33971,2022-07-03,4426,871.83,Received,2022-07-27
11156,910,17,4505,2023-10-01,4860,493.68,Received,2023-10-28
11157,1169,5,5630,2026-06-11,172,869.47,Received,2026-06-29
11158,1066,23,490,2023-06-27,4290,624.92,Ordered,2023-07-19
11159,592,2,19945,2025-07-07,4345,594.43,Received,2025-08-15
11160,119,25,4571,2024-04-05,4722,1175.29,Ordered,2024-04-13
11161,1323,11,39043,2022-06-14,1806,863.86,In Transit,2022-06-30
11162,792,16,21485,2024-08-02,2029,328.0,In Transit,2024-08-25
11163,846,1,31016,2025-07-15,2627,723.34,Ordered,2025-08-06
11164,400,4,23324,2023-04-05,3673,14.52,Received,2023-05-08
11165,1387,17,17587,2025-12-27,641,127.84,Ordered,2026-02-01
11166,1466,2,5008,2023-05-07,4015,834.41,In Transit,2023-05-20
11167,1412,23,27378,2025-04-05,735,170.48,In Transit,2025-05-04
11168,1434,6,9181,2023-05-04,3409,1089.08,Received,2023-05-20
11169,197,7,18149,2022-08-07,4941,666.52,Ordered,2022-09-18
11170,431,21,5850,2023-03-25,3076,169.95,Received,2023-04-05
11171,1447,9,25259,2026-07-05,2548,216.68,In Transit,2026-07-15
11172,989,1,14185,2022-12-21,3742,857.98,Ordered,2022-12-26
11173,627,7,12654,2025-01-10,3116,1251.44,Received,2025-01-15
11174,1262,8,22662,2024-05-28,1494,328.59,Received,2024-06-19
11175,738,25,18109,2023-11-28,4653,28.3,Ordered,2023-12-28
11176,73,25,34048,2024-10-07,506,738.38,Received,
11177,1389,12,36963,2025-01-17,180,338.62,Received,2025-01-31
11178,282,10,7333,2022-11-12,3919,383.9,Received,2022-11-27
11179,1244,8,27178,2024-02-25,3378,316.53,Received,2024-03-21
11180,1314,8,17780,2025-05-17,2711,224.8,Ordered,2025-06-11
11181,565,22,7309,2026-06-30,3285,33.07,Ordered,
11182,758,19,3580,2023-04-18,1643,1087.57,Received,
11183,853,3,631,2022-11-29,628,1153.3,In Transit,2022-12-10
11184,129,17,12598,2025-08-09,567,363.29,Ordered,2025-08-17
11185,245,7,2475,2026-06-23,1901,638.45,Received,2026-07-31
11186,619,7,7689,2024-02-22,4863,819.15,In Transit,2024-02-29
11187,795,6,1848,2022-09-30,2661,74.92,Received,2022-10-21
11188,779,23,24494,2024-05-01,3064,392.57,Received,2024-06-14
11189,1384,9,29446,2023-11-09,4224,934.04,In Transit,2023-12-14
11190,1058,12,23863,2026-04-11,3144,964.89,Received,2026-05-09
11191,117,10,27064,2022-07-06,4830,452.66,Received,
11192,935,9,26861,2023-06-22,1622,303.79,Received,2023-07-15
11193,31,2,4444,2023-02-25,99,1045.12,Received,2023-03-23
11194,644,5,9768,2026-03-29,2444,954.29,In Transit,2026-05-04
11195,1162,11,11562,2025-09-16,180,673.36,Received,2025-10-16
11196,999,9,31942,2024-09-24,529,631.99,In Transit,2024-10-17
11197,433,8,29655,2023-07-28,2691,837.45,In Transit,2023-08-28
11198,147,12,13331,2023-12-01,4933,228.52,Received,2024-01-06
11199,45,12,18949,2025-05-08,4638,640.07,Received,2025-05-14
11200,993,12,20212,2026-07-06,2407,393.45,Ordered,2026-07-20
11201,1218,4,4145,2023-02-16,4662,994.04,Received,2023-03-24
11202,1153,19,7417,2022-06-05,3149,120.59,In Transit,2022-06-10
11203,1009,21,28871,2024-10-17,2871,149.13,Received,2024-11-16
11204,190,6,1077,2023-03-29,3165,1043.7,Ordered,2023-04-12
11205,199,2,18096,2023-06-21,165,495.01,Ordered,2023-07-02
11206,1401,3,31592,2026-07-09,2590,933.86,Received,2026-08-07
11207,1062,13,31605,2022-06-21,2490,124.28,Received,2022-08-04
11208,1348,8,37337,2026-03-23,3316,622.37,In Transit,2026-04-21
11209,1214,11,33138,2024-08-26,2489,904.04,Ordered,2024-09-04
11210,345,5,32203,2024-02-12,2351,128.59,Received,2024-03-20
11211,1154,3,7454,2023-07-26,3341,585.52,Received,2023-09-01
11212,619,4,32031,2022-11-26,1964,794.81,In Transit,
11213,382,6,21411,2022-06-29,699,44.54,Received,2022-08-03
11214,946,15,11492,2024-10-28,2242,185.88,Ordered,2024-11-15
11215,831,9,31128,2025-11-24,2955,557.17,In Transit,2026-01-05
11216,425,20,10795,2025-11-27,3907,477.41,Received,2025-12-06
11217,395,14,2948,2022-10-17,1962,1042.5,Ordered,2022-11-08
11218,408,22,8284,2023-07-17,1796,493.24,Received,2023-08-08
11219,1298,8,37955,2026-06-15,355,185.64,In Transit,
11220,109,20,15140,2023-02-03,1925,590.77,Received,2023-02-17
11221,797,23,18072,2025-11-06,3462,561.85,Received,2025-11-18
11222,1449,15,3875,2024-07-21,4328,202.29,Received,2024-07-29
11223,103,7,21066,2022-10-29,1354,752.18,Received,2022-11-26
11224,942,19,34300,2025-01-05,1755,887.24,In Transit,
11225,103,5,34464,2025-10-17,1090,486.59,Received,2025-11-30
11226,265,10,15404,2024-08-26,364,598.3,In Transit,2024-10-03
11227,102,24,22824,2024-01-12,4893,1161.66,Ordered,2024-01-26
11228,971,17,24979,2025-08-08,3404,529.17,Received,2025-09-16
11229,1493,10,6372,2022-08-05,715,893.56,In Transit,
11230,685,12,32461,2025-11-07,1024,685.55,In Transit,2025-11-15
11231,169,8,11666,2025-09-03,4915,748.0,Received,2025-09-24
11232,1416,21,13732,2025-02-19,4567,41.37,Ordered,2025-03-23
11233,1050,17,18226,2023-10-23,4142,597.47,In Transit,2023-12-02
11234,559,9,18829,2022-12-25,260,212.21,Received,2023-01-04
11235,779,12,27974,2023-09-04,2387,84.65,Received,2023-09-20
11236,194,15,11860,2025-02-02,1998,92.44,Received,2025-02-11
11237,252,6,6639,2022-10-08,3792,478.54,Received,2022-11-10
11238,786,16,8134,2023-08-12,2820,153.42,Ordered,2023-09-16
11239,899,22,16020,2024-03-13,3494,647.06,Ordered,2024-04-01
11240,330,7,12033,2025-09-25,916,755.13,Received,2025-11-06
11241,1081,15,11404,2025-07-13,4644,313.52,Ordered,2025-08-23
11242,1362,18,23246,2024-12-08,349,591.07,Received,2024-12-19
11243,648,4,28043,2026-03-07,3974,1073.69,Received,2026-03-31
11244,1433,19,8724,2023-01-22,4354,98.98,Ordered,2023-02-13
11245,770,15,7056,2025-03-02,500,1040.17,In Transit,2025-04-05
11246,1366,11,12026,2023-07-26,1179,1016.16,Ordered,2023-08-26
11247,67,3,15913,2025-12-21,3457,778.05,Received,2026-01-13
11248,1395,18,26979,2025-11-03,3645,910.53,Received,2025-11-16
11249,911,23,18617,2023-08-09,188,325.99,Received,2023-09-03
11250,1449,15,3875,2024-06-24,1941,158.68,Ordered,2024-07-27
11251,625,8,8177,2025-07-05,2439,361.89,Received,2025-08-16
11252,379,12,20312,2025-02-24,679,136.97,Received,2025-03-21
11253,676,9,3313,2025-02-19,175,770.61,Ordered,2025-03-28
11254,228,13,27602,2023-04-10,4401,19.68,Ordered,2023-05-02
11255,540,19,25249,2026-05-18,1512,231.12,In Transit,2026-06-01
11256,1431,4,36857,2023-12-25,3394,923.04,Received,2023-12-30
11257,149,25,20421,2023-12-16,460,871.34,Received,2023-12-23
11258,987,8,303,2023-06-10,882,781.31,Cancelled,2023-07-18
11259,806,15,16029,2023-09-24,1077,230.39,In Transit,2023-10-29
11260,1041,1,30087,2025-08-08,601,267.15,In Transit,2025-08-31
11261,526,3,8360,2024-12-31,3149,186.58,Received,2025-01-22
11262,947,1,32834,2024-11-07,120,600.48,In Transit,2024-12-08
11263,1346,3,14118,2023-10-14,3875,614.68,Received,2023-11-05
11264,355,13,7330,2023-08-10,2567,445.74,Ordered,2023-09-09
11265,343,17,11047,2024-09-11,3914,145.92,In Transit,2024-09-20
11266,525,3,3607,2026-03-06,844,500.18,Cancelled,2026-03-31
